City_ID,City,Country,Date,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
180,Saint George,US,2020-04-05 19:30:59,37.1,-113.58,69.8,26,1,23.04,clear sky,0.0,0.0
181,Sovetskiy,RU,2020-04-05 19:33:17,61.36,63.58,30.65,96,100,7.99,overcast clouds,0.0,0.0
182,Valparaiso,CL,2020-04-05 19:33:17,-33.04,-71.63,64.4,63,0,8.05,clear sky,0.0,0.0
183,Sundby,DK,2020-04-05 19:30:26,54.86,11.79,52.0,70,0,8.05,clear sky,0.0,0.0
184,Korla,CN,2020-04-05 19:33:17,41.76,86.15,57.0,47,0,1.99,clear sky,0.0,0.0
185,Teya,RU,2020-04-05 19:33:17,60.38,92.63,21.22,92,91,4.25,overcast clouds,0.0,0.0
186,Kieta,PG,2020-04-05 19:33:17,-6.22,155.63,79.75,79,17,3.87,few clouds,0.0,0.0
187,Lavrentiya,RU,2020-04-05 19:33:17,65.58,-171.0,9.61,90,100,10.31,light snow,0.0,0.34
188,Cayenne,GF,2020-04-05 19:30:04,4.93,-52.33,87.8,62,75,16.11,broken clouds,0.0,0.0
189,Olinda,BR,2020-04-05 19:33:18,-8.01,-34.86,86.0,74,20,9.17,few clouds,0.0,0.0
190,Yashkul,RU,2020-04-05 19:33:18,46.17,45.34,47.66,48,52,11.14,broken clouds,0.0,0.0
191,Severo-Kurilsk,RU,2020-04-05 19:33:18,50.68,156.12,32.38,90,10,11.52,clear sky,0.0,0.0
192,Mae Hong Son,TH,2020-04-05 19:33:18,19.3,97.97,72.25,37,0,0.92,clear sky,0.0,0.0
193,Rocha,UY,2020-04-05 19:33:18,-34.48,-54.33,71.29,59,100,6.15,overcast clouds,0.0,0.0
194,Codrington,AU,2020-04-05 19:33:18,-38.27,141.97,51.93,72,26,7.87,scattered clouds,0.0,0.0
195,Saint-Georges,GD,2020-04-05 19:33:18,12.06,-61.75,86.0,70,20,14.99,few clouds,0.0,0.0
196,Mahibadhoo,MV,2020-04-05 19:33:18,3.78,72.97,84.51,69,86,7.52,overcast clouds,0.0,0.0
197,Aleksandrov Gay,RU,2020-04-05 19:33:18,50.15,48.57,40.93,68,29,6.33,scattered clouds,0.0,0.0
198,Constitucion,CL,2020-04-05 19:33:18,-35.33,-72.42,62.1,51,0,17.6,clear sky,0.0,0.0
199,Lata,PT,2020-04-05 19:33:19,40.16,-8.33,60.01,93,90,6.93,mist,0.0,0.0
200,Alta Floresta,BR,2020-04-05 19:33:19,-9.88,-56.09,91.4,63,75,1.12,broken clouds,0.0,0.0
201,Rafsanjan,IR,2020-04-05 19:33:19,30.41,55.99,61.03,21,0,3.58,clear sky,0.0,0.0
202,Les Trois-Ilets,MQ,2020-04-05 19:33:19,14.54,-61.04,86.0,70,75,10.29,broken clouds,0.0,0.0
203,Comrat,MD,2020-04-05 19:33:19,46.3,28.66,45.99,51,0,13.98,clear sky,0.0,0.0
204,Acapulco,MX,2020-04-05 19:31:14,16.86,-99.89,86.0,70,20,6.93,few clouds,0.0,0.0
205,Emerald,AU,2020-04-05 19:33:19,-23.53,148.17,64.4,52,0,9.17,clear sky,0.0,0.0
206,Chaoyang,CN,2020-04-05 19:33:19,41.57,120.46,37.44,70,0,1.97,clear sky,0.0,0.0
207,Diourbel,SN,2020-04-05 19:33:19,14.66,-16.39,102.2,22,0,4.7,clear sky,0.0,0.0
208,Mangrol,IN,2020-04-05 19:33:19,21.12,70.12,77.18,67,0,8.57,clear sky,0.0,0.0
209,Genhe,CN,2020-04-05 19:33:20,50.78,121.52,20.26,80,26,6.42,scattered clouds,0.0,0.0
210,Hithadhoo,MV,2020-04-05 19:33:20,-0.6,73.08,82.96,75,6,6.98,light rain,2.09,0.0
211,Pombas,CV,2020-04-05 19:33:20,17.15,-25.02,75.2,64,20,21.92,few clouds,0.0,0.0
212,Tautira,PF,2020-04-05 19:32:09,-17.73,-149.15,87.8,70,1,17.22,light rain,0.32,0.0
213,Tebingtinggi,ID,2020-04-05 19:33:20,3.33,99.16,78.8,88,40,6.93,scattered clouds,0.0,0.0
214,Srikakulam,IN,2020-04-05 19:33:20,18.3,83.9,80.29,77,24,6.38,few clouds,0.0,0.0
215,Te Karaka,NZ,2020-04-05 19:33:20,-38.47,177.87,56.03,70,87,1.05,overcast clouds,0.0,0.0
216,Saint-Philippe,RE,2020-04-05 19:33:20,-21.36,55.77,77.0,73,21,6.93,light rain,0.14,0.0
217,Lompoc,US,2020-04-05 19:33:20,34.64,-120.46,57.2,82,100,10.29,light rain,0.0,0.0
218,Sumbe,AO,2020-04-05 19:33:20,-11.21,13.84,77.56,86,16,5.17,few clouds,0.0,0.0
219,Kangaba,ML,2020-04-05 19:33:21,11.93,-8.42,93.92,16,5,1.21,clear sky,0.0,0.0
220,Upernavik,GL,2020-04-05 19:33:21,72.79,-56.15,12.54,81,92,2.42,overcast clouds,0.0,0.0
221,Atbasar,KZ,2020-04-05 19:33:21,51.8,68.33,35.37,88,99,7.47,overcast clouds,0.0,0.0
222,Ojuelos De Jalisco,MX,2020-04-05 19:33:21,21.87,-101.58,81.97,9,39,16.4,scattered clouds,0.0,0.0
223,Anqiu,CN,2020-04-05 19:33:21,36.43,119.19,46.51,51,100,8.72,overcast clouds,0.0,0.0
224,Vila Franca Do Campo,PT,2020-04-05 19:31:32,37.72,-25.43,60.8,87,40,5.82,scattered clouds,0.0,0.0
225,Andenes,NO,2020-04-05 19:33:21,69.31,16.12,24.01,73,74,11.41,broken clouds,0.0,0.0
226,Filingue,NE,2020-04-05 19:33:21,14.35,3.32,89.76,11,10,3.71,clear sky,0.0,0.0
227,Cape Coast,GH,2020-04-05 19:33:21,5.11,-1.25,82.87,82,0,9.46,clear sky,0.0,0.0
228,Maldonado,UY,2020-04-05 19:30:26,-34.67,-54.92,77.0,57,91,10.29,overcast clouds,0.0,0.0
229,Inongo,CD,2020-04-05 19:33:21,-1.95,18.27,73.45,89,44,1.45,moderate rain,4.58,0.0
230,Culaman,PH,2020-04-05 19:33:22,5.96,125.66,77.95,76,47,7.7,scattered clouds,0.0,0.0
231,Mar Del Plata,AR,2020-04-05 19:27:06,-38.0,-57.56,77.0,57,100,12.75,light rain,1.09,0.0
232,Potiskum,NG,2020-04-05 19:33:22,11.71,11.07,86.22,19,37,2.71,scattered clouds,0.0,0.0
233,Talnakh,RU,2020-04-05 19:33:22,69.49,88.4,32.0,96,40,17.9,light snow,0.0,0.0
234,Samarai,PG,2020-04-05 19:33:22,-10.62,150.67,77.7,77,88,11.54,overcast clouds,0.0,0.0
235,Guerrero Negro,MX,2020-04-05 19:33:22,27.98,-114.06,64.65,56,100,13.09,overcast clouds,0.0,0.0
236,Half Moon Bay,US,2020-04-05 19:33:22,37.46,-122.43,54.0,87,75,9.17,light rain,0.0,0.0
237,Santa Cruz Do Sul,BR,2020-04-05 19:33:22,-29.72,-52.43,74.07,49,0,2.66,clear sky,0.0,0.0
238,Harrisonburg,US,2020-04-05 19:33:06,38.45,-78.87,75.0,42,90,3.09,overcast clouds,0.0,0.0
239,Bambous Virieux,MU,2020-04-05 19:33:23,-20.34,57.76,78.8,78,75,10.29,broken clouds,0.0,0.0
240,Kirkland Lake,CA,2020-04-05 19:30:13,48.14,-80.04,42.8,41,1,8.05,clear sky,0.0,0.0
241,Budureasa,RO,2020-04-05 19:33:23,46.67,22.5,52.0,37,0,5.82,clear sky,0.0,0.0
242,Turka,UA,2020-04-05 19:33:23,49.15,23.03,45.0,39,0,4.21,clear sky,0.0,0.0
243,Talwandi Bhai,IN,2020-04-05 19:33:23,30.85,74.93,69.3,37,0,5.59,clear sky,0.0,0.0
244,North Bend,US,2020-04-05 19:31:32,43.41,-124.22,57.99,76,1,9.17,clear sky,0.0,0.0
245,Bereda,ES,2020-04-05 19:33:23,43.27,-7.54,59.0,82,75,2.24,broken clouds,0.0,0.0
246,Adrar,MR,2020-04-05 19:33:24,20.5,-10.07,82.47,15,0,10.54,clear sky,0.0,0.0
247,Yongan,CN,2020-04-05 19:33:24,39.7,113.69,45.52,37,39,3.49,scattered clouds,0.0,0.0
248,Lasa,IT,2020-04-05 19:33:24,46.62,10.7,62.6,25,3,5.82,clear sky,0.0,0.0
249,Tecoanapa,MX,2020-04-05 19:33:24,16.52,-98.75,87.12,51,2,12.1,clear sky,0.0,0.0
250,Wabana,CA,2020-04-05 19:33:24,47.63,-52.95,30.99,74,75,12.75,broken clouds,0.0,0.0
251,Hamilton,US,2020-04-05 19:33:24,39.18,-84.53,60.01,76,90,8.05,light rain,0.0,0.0
252,Hasaki,JP,2020-04-05 19:33:24,35.73,140.83,41.0,86,75,3.36,broken clouds,0.0,0.0
253,Durant,US,2020-04-05 19:29:30,33.99,-96.37,64.0,67,90,5.82,overcast clouds,0.0,0.0
254,Cherskiy,RU,2020-04-05 19:33:25,68.75,161.3,-2.52,88,0,12.37,clear sky,0.0,0.0
255,General Pico,AR,2020-04-05 19:31:53,-35.66,-63.76,78.67,36,12,4.59,few clouds,0.0,0.0
256,Te Anau,NZ,2020-04-05 19:33:25,-45.42,167.72,59.29,71,100,5.55,light rain,0.61,0.0
257,Porbandar,IN,2020-04-05 19:33:25,21.64,69.61,76.95,71,0,7.29,clear sky,0.0,0.0
258,Mahajanga,MG,2020-04-05 19:33:25,-15.72,46.32,78.8,83,20,3.36,few clouds,0.0,0.0
259,Avera,US,2020-04-05 19:33:25,33.19,-82.53,80.01,44,1,9.17,clear sky,0.0,0.0
260,Butaritari,KI,2020-04-05 19:32:05,3.07,172.79,82.56,78,49,11.16,scattered clouds,0.0,0.0
261,Nerekhta,RU,2020-04-05 19:33:25,57.46,40.57,30.2,68,62,8.95,broken clouds,0.0,0.0
262,Katsuura,JP,2020-04-05 19:33:26,35.13,140.3,48.2,45,75,8.05,broken clouds,0.0,0.0
263,Pisco,PE,2020-04-05 19:33:26,-13.7,-76.22,73.99,30,0,10.29,clear sky,0.0,0.0
264,Ranong,TH,2020-04-05 19:33:26,9.97,98.63,78.35,81,100,4.65,overcast clouds,0.0,0.0
265,Hofn,IS,2020-04-05 19:32:12,64.25,-15.21,45.64,85,100,20.07,heavy intensity rain,12.32,0.0
266,Bangassou,CF,2020-04-05 19:33:26,4.74,22.82,73.0,75,100,1.48,light rain,0.18,0.0
267,Nemuro,JP,2020-04-05 19:33:26,43.32,145.57,35.37,86,0,14.76,clear sky,0.0,0.0
268,Tiksi,RU,2020-04-05 19:32:07,71.69,128.87,16.02,92,94,21.47,overcast clouds,0.0,0.0
269,Dunedin,NZ,2020-04-05 19:32:04,-45.87,170.5,57.99,94,100,3.0,overcast clouds,0.0,0.0
270,Vostok,RU,2020-04-05 19:33:26,46.49,135.88,25.25,90,95,3.2,light snow,0.0,0.55
271,Aykhal,RU,2020-04-05 19:33:26,66.0,111.5,30.2,68,53,8.95,broken clouds,0.0,0.0
272,Sainte-Thecle,CA,2020-04-05 19:33:26,46.82,-72.5,41.0,100,90,5.82,light rain,0.0,0.0
273,Saint-Pierre,RE,2020-04-05 19:33:27,-21.34,55.48,77.0,73,27,6.93,scattered clouds,0.0,0.0
274,Mazagao,BR,2020-04-05 19:33:27,-0.12,-51.29,89.6,70,40,11.41,shower rain,0.0,0.0
275,Uribia,CO,2020-04-05 19:33:27,11.71,-72.27,89.02,56,26,20.2,scattered clouds,0.0,0.0
276,Sulzbach-Rosenberg,DE,2020-04-05 19:33:27,49.5,11.75,55.4,37,1,5.82,clear sky,0.0,0.0
277,Fribourg,CH,2020-04-05 19:33:27,46.8,7.15,55.4,43,0,2.24,clear sky,0.0,0.0
278,Alyangula,AU,2020-04-05 19:33:27,-13.85,136.42,75.2,100,35,8.14,light rain,0.8,0.0
279,Fairbanks,US,2020-04-05 19:30:36,64.84,-147.72,36.0,80,40,13.87,light rain,0.0,0.0
280,Zaysan,KZ,2020-04-05 19:33:27,47.47,84.87,46.42,40,0,2.44,clear sky,0.0,0.0
281,Luau,AO,2020-04-05 19:33:27,-10.71,22.22,66.72,69,100,3.13,moderate rain,4.59,0.0
282,Hami,CN,2020-04-05 19:33:28,42.8,93.45,52.09,26,88,0.87,overcast clouds,0.0,0.0
283,Novyy Starodub,UA,2020-04-05 19:33:28,48.52,33.17,41.0,27,0,11.18,clear sky,0.0,0.0
284,Prata,BR,2020-04-05 19:33:28,-19.31,-48.92,77.11,66,25,5.08,scattered clouds,0.0,0.0
285,Kuusamo,FI,2020-04-05 19:33:28,65.97,29.18,15.8,56,0,2.24,clear sky,0.0,0.0
286,Hobyo,SO,2020-04-05 19:32:12,5.35,48.53,82.31,71,100,15.35,overcast clouds,0.0,0.0
287,Mitsamiouli,KM,2020-04-05 19:30:54,-11.38,43.28,83.32,68,71,2.21,light rain,0.13,0.0
288,Riberalta,BO,2020-04-05 19:33:28,-10.98,-66.1,84.78,78,90,1.39,light rain,2.15,0.0
289,Bar Harbor,US,2020-04-05 19:33:29,44.39,-68.2,51.8,65,90,13.87,overcast clouds,0.0,0.0
290,Aras,ES,2020-04-05 19:33:29,42.56,-2.36,60.8,55,20,11.41,few clouds,0.0,0.0
291,Livadiya,RU,2020-04-05 19:33:29,42.87,132.68,34.39,81,0,10.0,clear sky,0.0,0.0
292,Bengkulu,ID,2020-04-05 19:32:06,-3.8,102.27,75.58,89,100,6.89,moderate rain,10.01,0.0
293,Tezu,IN,2020-04-05 19:33:29,27.92,96.17,67.86,29,76,3.04,broken clouds,0.0,0.0
294,Rio Verde De Mato Grosso,BR,2020-04-05 19:33:29,-18.92,-54.84,84.13,65,23,1.74,light rain,0.63,0.0
295,Harper,LR,2020-04-05 19:30:40,4.38,-7.72,83.25,82,48,8.12,scattered clouds,0.0,0.0
296,Chicama,PE,2020-04-05 19:33:29,-7.84,-79.15,71.6,78,50,10.29,haze,0.0,0.0
297,Souillac,MU,2020-04-05 19:33:29,-20.52,57.52,78.8,78,75,10.29,broken clouds,0.0,0.0
298,Ballarat,AU,2020-04-05 19:33:30,-37.57,143.85,48.99,91,16,2.1,few clouds,0.0,0.0
299,Haines Junction,CA,2020-04-05 19:33:30,60.75,-137.51,29.52,74,85,8.59,overcast clouds,0.0,0.0
300,Lincoln,US,2020-04-05 19:33:30,40.8,-96.67,59.0,41,1,10.29,clear sky,0.0,0.0
301,Tambura,SS,2020-04-05 19:33:30,5.6,27.47,71.11,70,100,5.06,overcast clouds,0.0,0.0
302,Layou,VC,2020-04-05 19:33:30,13.2,-61.27,87.8,70,40,5.82,scattered clouds,0.0,0.0
303,Clyde River,CA,2020-04-05 19:32:05,70.47,-68.59,12.2,66,75,17.22,broken clouds,0.0,0.0
304,Kavieng,PG,2020-04-05 19:32:04,-2.57,150.8,83.01,74,44,7.47,moderate rain,3.67,0.0
305,Tuatapere,NZ,2020-04-05 19:33:30,-46.13,167.68,60.01,81,100,5.01,overcast clouds,0.0,0.0
306,Viedma,AR,2020-04-05 19:30:42,-40.81,-63.0,68.13,24,30,19.44,scattered clouds,0.0,0.0
307,Crotone,IT,2020-04-05 19:33:30,39.09,17.12,55.33,68,85,15.93,overcast clouds,0.0,0.0
308,Seoul,KR,2020-04-05 19:33:29,37.57,126.98,37.4,74,1,0.78,clear sky,0.0,0.0
309,Udachnyy,RU,2020-04-05 19:33:31,66.42,112.4,30.2,68,93,8.95,overcast clouds,0.0,0.0
310,Mount Pleasant,US,2020-04-05 19:33:31,32.79,-79.86,79.0,56,1,9.89,clear sky,0.0,0.0
311,Sibolga,ID,2020-04-05 19:33:31,1.74,98.78,77.47,76,95,2.21,overcast clouds,0.0,0.0
312,Mitu,CO,2020-04-05 19:30:01,1.2,-70.17,86.61,64,64,1.9,light rain,1.06,0.0
313,Najran,SA,2020-04-05 19:33:31,17.49,44.13,80.6,32,5,8.05,clear sky,0.0,0.0
314,Zhanaozen,KZ,2020-04-05 19:33:31,43.3,52.8,55.09,48,80,3.58,broken clouds,0.0,0.0
315,Bulawayo,ZW,2020-04-05 19:33:22,-20.15,28.58,63.77,45,33,2.06,scattered clouds,0.0,0.0
316,Zabol,AF,2020-04-05 19:33:32,32.25,67.25,52.32,25,11,2.28,few clouds,0.0,0.0
317,Margate,GB,2020-04-05 19:32:39,51.38,1.39,63.0,47,0,9.17,clear sky,0.0,0.0
318,Grand Gaube,MU,2020-04-05 19:33:32,-20.01,57.66,78.8,78,75,10.29,broken clouds,0.0,0.0
319,San Pedro De Macoris,DO,2020-04-05 19:33:32,18.46,-69.3,89.6,52,40,8.05,scattered clouds,0.0,0.0
320,Vardo,NO,2020-04-05 19:32:05,70.37,31.11,19.4,61,90,16.11,light snow,0.0,0.54
321,Palatka,US,2020-04-05 19:33:32,29.65,-81.64,71.6,82,90,6.93,overcast clouds,0.0,0.0
322,Sinnamary,GF,2020-04-05 19:33:32,5.38,-52.95,81.32,78,91,13.44,overcast clouds,0.0,0.0
323,Denia,ES,2020-04-05 19:33:08,38.84,0.11,59.0,74,22,5.08,few clouds,0.0,0.0
324,Buchanan,LR,2020-04-05 19:33:33,5.88,-10.05,81.48,85,31,6.38,scattered clouds,0.0,0.0
325,Booue,GA,2020-04-05 19:33:33,-0.09,11.94,76.57,83,30,1.63,light rain,0.81,0.0
326,Jalu,LY,2020-04-05 19:33:33,29.03,21.55,63.46,50,1,11.63,clear sky,0.0,0.0
327,Nha Trang,VN,2020-04-05 19:31:26,12.25,109.18,76.21,83,48,5.75,light rain,0.28,0.0
328,Mangalia,RO,2020-04-05 19:33:33,43.8,28.58,50.0,46,20,11.41,few clouds,0.0,0.0
329,Goderich,CA,2020-04-05 19:33:33,43.75,-81.72,46.0,77,59,12.19,broken clouds,0.0,0.0
330,Teknaf,BD,2020-04-05 19:33:33,20.86,92.31,75.87,92,27,2.17,light rain,0.15,0.0
331,Salinopolis,BR,2020-04-05 19:29:20,-0.61,-47.36,83.44,79,99,13.29,light rain,2.62,0.0
332,Kyra,RU,2020-04-05 19:33:33,49.58,111.98,26.71,62,100,9.66,overcast clouds,0.0,0.0
333,Cap Malheureux,MU,2020-04-05 19:33:34,-19.98,57.61,78.8,78,75,10.29,broken clouds,0.0,0.0
334,Boueni,YT,2020-04-05 19:33:34,-12.9,45.08,80.6,83,28,3.36,scattered clouds,0.0,0.0
335,College,US,2020-04-05 19:33:34,64.86,-147.8,37.4,80,90,10.29,overcast clouds,0.0,0.0
336,Rawson,AR,2020-04-05 19:33:34,-43.3,-65.1,58.98,34,93,31.34,overcast clouds,0.0,0.0
337,Kalaiya,NP,2020-04-05 19:33:34,27.03,85.0,71.64,20,0,3.58,clear sky,0.0,0.0
338,Port-Gentil,GA,2020-04-05 19:33:34,-0.72,8.78,82.08,83,11,12.64,few clouds,0.0,0.0
339,Praya,CV,2020-04-05 19:32:46,14.92,-23.51,75.2,64,20,23.04,few clouds,0.0,0.0
340,Vieste,IT,2020-04-05 19:33:34,41.88,16.18,57.99,87,40,9.17,scattered clouds,0.0,0.0
341,Oriximina,BR,2020-04-05 19:33:34,-1.77,-55.87,85.21,76,77,3.78,light rain,0.37,0.0
342,Zhangye,CN,2020-04-05 19:33:34,38.93,100.45,45.79,29,65,2.46,broken clouds,0.0,0.0
343,Riyadh,SA,2020-04-05 19:30:09,24.69,46.72,80.6,18,75,9.17,broken clouds,0.0,0.0
344,Aklavik,CA,2020-04-05 19:33:35,68.22,-135.01,23.0,67,75,12.75,broken clouds,0.0,0.0
345,Christchurch,NZ,2020-04-05 19:33:35,-43.53,172.63,57.99,100,100,12.75,overcast clouds,0.0,0.0
346,Teshie,GH,2020-04-05 19:33:35,5.58,-0.11,84.2,74,6,9.17,clear sky,0.0,0.0
347,Abu Dhabi,AE,2020-04-05 19:30:09,24.47,54.37,80.6,51,0,2.24,clear sky,0.0,0.0
348,Rio Grande,BR,2020-04-05 19:33:35,-32.03,-52.1,80.6,44,11,13.87,few clouds,0.0,0.0
349,Synya,RU,2020-04-05 19:33:35,65.37,58.04,18.93,97,99,3.85,overcast clouds,0.0,0.0
350,Kapoeta,SS,2020-04-05 19:33:35,4.77,33.59,85.8,34,96,11.99,overcast clouds,0.0,0.0
351,Karangasem,ID,2020-04-05 19:33:35,-8.45,115.62,82.4,94,20,2.24,few clouds,0.0,0.0
352,Khash,IR,2020-04-05 19:33:35,28.22,61.22,64.92,24,0,6.06,clear sky,0.0,0.0
353,Mzimba,MW,2020-04-05 19:33:36,-11.9,33.6,62.1,60,5,3.67,clear sky,0.0,0.0
354,Corowa,AU,2020-04-05 19:33:36,-36.03,146.38,55.0,87,90,6.93,overcast clouds,0.0,0.0
355,Bireun,ID,2020-04-05 19:33:36,5.2,96.7,79.63,74,88,3.11,moderate rain,3.14,0.0
356,Tarakan,ID,2020-04-05 19:33:36,3.3,117.63,79.39,81,31,1.23,light rain,0.27,0.0
357,Cumberland,US,2020-04-05 19:33:36,35.05,-78.87,75.0,40,1,9.17,clear sky,0.0,0.0
358,Hualmay,PE,2020-04-05 19:33:36,-11.1,-77.61,77.76,63,0,8.66,clear sky,0.0,0.0
359,Danjiangkou,CN,2020-04-05 19:33:36,32.54,111.51,56.12,70,100,3.69,overcast clouds,0.0,0.0
360,Mount Airy,US,2020-04-05 19:33:36,36.5,-80.61,73.99,49,1,5.82,clear sky,0.0,0.0
361,Raga,SS,2020-04-05 19:33:36,8.46,25.68,77.36,42,80,6.91,broken clouds,0.0,0.0
